valid_from_dateeow,valid_to_dateeow,personid,age_hh,hh_child,hh_size,income,educat4,housetype,finergy_tp,lfase,business_x,huidigewaarde_klasse,business_y,aantaltegenrekeningenlaatsteq_business,aantalloginsapp_business,aantalloginsweb_business,activitystatus_business,accountoverlay,retail,aantaltegenrekeningenlaatsteq_retail,aantalloginsapp_retail,aantalloginsweb_retail,activitystatus_retail,joint,aantaltegenrekeningenlaatsteq_joint,aantalloginsapp_joint,aantalloginsweb_joint,activitystatus_joint,portofliocountstotal,birthyear,geslacht
2016-06-26,,0a6e6848119cf422601d03431ee2811eebbb17a9,9.0,9.0,11.0,5.0,3.0,1.0,A01,7.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,2,1970.0,Man(nen) en vrouw(en)
2014-09-28,,4a6dc7a4c8a44ed831b8797d741e01cccb7f2a99,11.0,9.0,10.0,5.0,4.0,1.0,A02,8.0,1.0,10.0,,,,,,,,,,,,,,,,,1,,
2019-06-16,,8a096bb3e37dcd2effd544049306b1194d97a077,3.0,1.0,3.0,3.0,4.0,3.0,F17,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,2,1986.0,Vrouw
2017-04-23,,05748d5cea05321d8e224af4b361eb1eec89e9c0,8.0,1.0,3.0,5.0,3.0,2.0,A01,5.0,1.0,9.0,,,,,,,,,,,,1.0,1.0,8.0,0.0,2.0,2,1960.0,Man(nen) en vrouw(en)
2017-08-06,,912bd9822a701c13a8cac1b53597f54c4d32a1b7,4.0,2.0,4.0,5.0,3.0,3.0,C07,2.0,1.0,8.0,,,,,,,,,,,,,,,,,1,,
2018-09-09,,625a8af56a634c9e4efce99569db0712599afad0,4.0,2.0,4.0,4.0,3.0,4.0,F16,3.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2020-08-30,,0c755211a29460ab503e56c859056af2dd2a4f3b,7.0,1.0,3.0,2.0,2.0,5.0,F18,2.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,2,1997.0,Man(nen) en vrouw(en)
2020-03-15,,42fa88233725cba30c32854c9eb9a78028381760,12.0,9.0,10.0,3.0,4.0,5.0,G21,8.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1969.0,Man
2016-05-01,,2811bb32371351d2fc7de778f8039373e0fba039,6.0,9.0,11.0,5.0,4.0,4.0,F18,6.0,2.0,5.0,1.0,17.0,30.0,0.0,4.0,,,,,,,1.0,25.0,124.0,1.0,4.0,3,1970.0,Man(nen) en vrouw(en)
2016-05-01,,2811bb32371351d2fc7de778f8039373e0fba039,6.0,9.0,11.0,5.0,4.0,4.0,F18,6.0,2.0,5.0,1.0,17.0,30.0,0.0,4.0,,,,,,,1.0,25.0,124.0,1.0,4.0,3,1968.0,Man
2017-05-28,,cff5480a7091afc1051ccd4d58cfcdc9118a99d2,2.0,9.0,11.0,3.0,4.0,4.0,F17,1.0,2.0,3.0,1.0,1.0,4.0,0.0,1.0,,,,,,,,,,,,2,1995.0,Man(nen) en vrouw(en)
2018-04-15,,6d5bdb78c055199753bf2eeb836d83bc1f9b8cb3,3.0,1.0,3.0,5.0,4.0,3.0,B04,2.0,1.0,7.0,1.0,22.0,22.0,1.0,4.0,,,,,,,,,,,,2,1985.0,Vrouw
2020-11-29,,77d5e96485000a6e80549b00e686379d6800d962,1.0,9.0,10.0,1.0,1.0,4.0,I25,1.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,1,1994.0,Man
2017-01-08,,307487cd8037884c45c7a4da4c163c2adec9cbad,10.0,9.0,11.0,1.0,1.0,5.0,I25,8.0,2.0,3.0,1.0,,,,,,1.0,,,,,,,,,,2,1954.0,Vrouw
2020-09-20,,d5f7f9bdcbcf47b5228a210d934782515ea3f412,11.0,9.0,10.0,5.0,3.0,4.0,D13,8.0,1.0,7.0,,,,,,,,,,,,,,,,,2,,
2020-12-13,,4b4be3fbe91ad22ae7223b5a089e265f466816db,4.0,1.0,2.0,5.0,3.0,1.0,C07,2.0,1.0,6.0,,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,2,1952.0,Man(nen) en vrouw(en)
2019-02-24,,0220376bca068577effb540cc284444c91189b35,7.0,2.0,4.0,5.0,2.0,5.0,G22,5.0,1.0,9.0,1.0,19.0,3.0,22.0,4.0,,,,,,,,,,,,2,1965.0,Vrouw
2017-02-12,,58fa4f881c82803d8e84ce4811b194e4e6573a1a,12.0,9.0,11.0,3.0,2.0,5.0,D13,8.0,1.0,6.0,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,2,1971.0,Man(nen) en vrouw(en)
2017-01-29,,afdb87ea8927f33ab46177cdff3ceed7509e2abb,2.0,9.0,10.0,3.0,2.0,5.0,I25,1.0,1.0,3.0,,,,,,,,,,,,,,,,,1,,
2014-09-14,,d9b473a3765212aeea17d653e17adc354127dab7,3.0,2.0,4.0,5.0,3.0,2.0,B05,2.0,1.0,6.0,,,,,,,1.0,,,,,,,,,,1,1983.0,Vrouw
2018-12-16,,c92fd1e37284315353b3b017ec82f57b4e331116,3.0,9.0,11.0,5.0,4.0,1.0,C07,1.0,2.0,8.0,,,,,,,,,,,,,,,,,2,,
2020-05-24,,695dcff9e4544eb2a54cca50d1fd1bfe802f7b90,7.0,2.0,3.0,4.0,2.0,3.0,F16,4.0,1.0,5.0,,,,,,,1.0,38.0,93.0,0.0,4.0,,,,,,1,1978.0,Man
2017-12-31,,92d9ac23813d5518413af4bf0671a0773835153f,7.0,9.0,11.0,3.0,3.0,4.0,F16,7.0,1.0,5.0,2.0,99.0,269.0,0.0,4.0,1.0,,,,,,,,,,,3,1968.0,Man(nen) en vrouw(en)
2017-12-31,,92d9ac23813d5518413af4bf0671a0773835153f,7.0,9.0,11.0,3.0,3.0,4.0,F16,7.0,1.0,5.0,2.0,99.0,269.0,0.0,4.0,1.0,,,,,,,,,,,3,1968.0,Man
2019-08-11,,49557623a6b831d057d60860b1673c275c5c78cd,2.0,9.0,10.0,1.0,2.0,5.0,G21,1.0,1.0,2.0,1.0,9.0,11.0,0.0,3.0,,,,,,,,,,,,2,1994.0,Vrouw
2015-01-04,,8886c4dcc55081dbe82658be6fb7a13bccf49228,2.0,2.0,4.0,3.0,3.0,4.0,F16,3.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2019-05-19,,1c314a25ea8ca80cf973c997cc08b50b1d9ee993,8.0,1.0,3.0,1.0,2.0,5.0,G21,5.0,2.0,3.0,1.0,24.0,57.0,0.0,4.0,,,,,,,,,,,,2,1987.0,Mannen
2018-08-19,,e4a26ecc6977024699cca1b4bb975035c0d59beb,2.0,1.0,2.0,3.0,2.0,5.0,F18,3.0,1.0,5.0,,,,,,,1.0,,,,,,,,,,1,1960.0,Vrouw
2014-03-23,,6491e7624ec282afd1039e083c6eba1667299649,9.0,9.0,11.0,1.0,1.0,5.0,J29,7.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2019-09-29,,ef52c6f4a3784c10e2b64bd297c5b332cb873733,1.0,9.0,10.0,1.0,2.0,5.0,G20,1.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,1990.0,Man
2018-10-07,,2ebac0579ba82d3eaad3b31993506825016db643,,,,,,,Z99,,4.0,0.0,1.0,34.0,378.0,1.0,4.0,,,,,,,,,,,,2,1964.0,Mannen
2019-09-01,,a91920266544dd63409906683a68eee8aae21c2a,7.0,2.0,4.0,4.0,2.0,4.0,B04,3.0,1.0,6.0,,,,,,,1.0,,,,,,,,,,1,1999.0,Man
2019-12-22,,2fa1b179bf4648fd7894b16b9612720416fe6fde,4.0,9.0,10.0,3.0,2.0,2.0,F19,6.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,2,2000.0,Man
2013-12-15,,d9d7d2c7dbcddf39adb3a2e8d83100c61fb9213a,6.0,2.0,4.0,5.0,4.0,1.0,A01,4.0,2.0,8.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,2,1970.0,Man(nen) en vrouw(en)
2020-08-23,,a992ec9a65fc19cd73d5071c695e9b8e8bc99bec,5.0,2.0,4.0,2.0,3.0,5.0,I25,3.0,2.0,4.0,,,,,,,1.0,,,,,,,,,,1,2002.0,Man
2019-01-06,,58acdf3f958e526c94ebd6d4cc760a5026ac9c4e,9.0,2.0,4.0,2.0,1.0,5.0,I25,5.0,1.0,3.0,2.0,35.0,160.0,0.0,4.0,,,,,,,,,,,,3,1974.0,Vrouwen
2019-01-06,,58acdf3f958e526c94ebd6d4cc760a5026ac9c4e,9.0,2.0,4.0,2.0,1.0,5.0,I25,5.0,1.0,3.0,2.0,35.0,160.0,0.0,4.0,,,,,,,,,,,,3,1983.0,Vrouw
2019-09-22,,ff9b5a53a7faf10167a2b6bb894d3a586e65a067,5.0,1.0,3.0,3.0,4.0,4.0,F16,2.0,2.0,4.0,,,,,,,,,,,,,,,,,1,,
2019-07-21,,533b73924734ac18585192dc017956339d5697cb,2.0,9.0,10.0,1.0,1.0,5.0,G21,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,2,1992.0,Mannen
2014-01-26,,cf1c605d585aea1c6b61677dd7d1175a91cb2570,6.0,9.0,11.0,5.0,3.0,2.0,C08,6.0,1.0,5.0,,,,,,,1.0,,,,,,,,,,1,1969.0,Man
2014-09-28,,9a8116786ba37a7cc0303d7c7b1dc8f0e88b0db7,7.0,3.0,5.0,5.0,3.0,1.0,B04,5.0,1.0,9.0,,,,,,,,,,,,1.0,67.0,384.0,0.0,4.0,2,1971.0,Man(nen) en vrouw(en)
2017-04-30,,d51f29890caa4bda7e709cbd5b97aae4a2c00d2e,7.0,9.0,10.0,3.0,2.0,3.0,F17,7.0,2.0,3.0,,,,,,,,,,,,,,,,,2,,
2017-07-23,,9c1e6d325df5ca241bbfab6349a172a5e452ccff,8.0,1.0,2.0,3.0,2.0,3.0,I26,5.0,2.0,3.0,,,,,,,,,,,,1.0,,,,,2,1976.0,Man(nen) en vrouw(en)
2020-05-10,,6b3e1f20c7271ecfcba12a6f9912ea4e0cd8f78b,8.0,2.0,4.0,5.0,3.0,2.0,C06,5.0,1.0,5.0,,,,,,,,,,,,1.0,,,,,2,1994.0,Man(nen) en vrouw(en)
2019-07-28,,1c3cda7bf8f13a37540bd9592f08666b0edf6e9e,10.0,9.0,10.0,3.0,2.0,5.0,G21,8.0,1.0,5.0,,,,,,,,,,,,1.0,,,,,2,1992.0,Man(nen) en vrouw(en)
2017-04-23,,f8ab897e9f8c5fa29aaa4d5de6f610882707ea77,10.0,9.0,11.0,4.0,2.0,5.0,G21,8.0,1.0,7.0,,,,,,,,,,,,,,,,,2,,
2020-11-22,,6637186e50f44babe0143c87e88c488bc5834104,6.0,9.0,11.0,5.0,3.0,5.0,G21,6.0,1.0,8.0,,,,,,,1.0,,,,,,,,,,1,1994.0,Man
2017-06-04,,785620ab15c74fb28a9daeaa4a095d85239d973a,6.0,2.0,3.0,3.0,2.0,4.0,F16,4.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2016-06-26,,58a40944e6b263834d7fcbb333456d40f40a96c8,6.0,2.0,4.0,5.0,4.0,2.0,A01,5.0,1.0,9.0,,,,,,,1.0,,,,,,,,,,1,1963.0,Man
2017-04-09,,df3e21a492caafda37d25baa3097b0e0263889a7,5.0,3.0,5.0,5.0,4.0,1.0,D10,4.0,1.0,9.0,,,,,,,,,,,,1.0,,,,,2,1955.0,Man(nen) en vrouw(en)
2019-03-31,,83e7739d243b8f0edc5364e626ad03e5361a1e7b,4.0,2.0,4.0,2.0,2.0,5.0,F18,3.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2020-03-22,,dac17554bbd33976a32b4ff9d92b30e27642c2d0,9.0,9.0,11.0,5.0,3.0,1.0,F19,7.0,1.0,10.0,1.0,0.0,0.0,0.0,2.0,,,,,,,1.0,0.0,0.0,0.0,2.0,3,1960.0,Man
2020-03-22,,dac17554bbd33976a32b4ff9d92b30e27642c2d0,9.0,9.0,11.0,5.0,3.0,1.0,F19,7.0,1.0,10.0,1.0,0.0,0.0,0.0,2.0,,,,,,,1.0,0.0,0.0,0.0,2.0,3,1960.0,Man(nen) en vrouw(en)
2014-09-21,,74dc859b04bc8becb52920eb10e7543e37fb6ac4,12.0,9.0,11.0,5.0,4.0,4.0,B04,8.0,1.0,8.0,,,,,,,,,,,,,,,,,3,,
2015-01-04,,1c3fb0397437af181c2d221440b8fa551b37085d,5.0,2.0,3.0,3.0,2.0,4.0,F16,3.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,1972.0,Man
2020-09-27,,9ec11c7aab7181ccc3a95ef26d1692d86edc92df,3.0,1.0,2.0,3.0,4.0,4.0,H24,3.0,2.0,4.0,1.0,,,,,1.0,,,,,,,,,,,2,1991.0,Man
2020-03-01,,a8b43bd2e24a9fc45d48ee7b79b6a8a757b45be9,6.0,9.0,11.0,5.0,3.0,2.0,C06,6.0,2.0,8.0,,,,,,,1.0,,,,,,,,,,1,1955.0,Man
2017-01-15,,50c9c9b1171fb46c6fb5828d6b9fedb02bfcb408,7.0,9.0,11.0,5.0,2.0,1.0,C07,7.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,2,1964.0,Man(nen) en vrouw(en)
2014-08-10,,520169eeee9f76ce4e2139910ae585b9f4c7b921,8.0,9.0,11.0,3.0,2.0,3.0,E15,7.0,1.0,4.0,,,,,,,,,,,,1.0,4.0,3.0,0.0,3.0,3,1965.0,Man(nen) en vrouw(en)
2020-08-30,,371873bc79a7643e5fb5667724607ee2ddf3f914,8.0,1.0,3.0,5.0,3.0,2.0,B04,3.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,2,1998.0,Man
2014-08-17,,dcb6cfb091d67ee8e7016ed4145c231a4c6fc245,10.0,9.0,11.0,4.0,3.0,1.0,C07,8.0,1.0,5.0,,,,,,,,,,,,1.0,,,,,2,1952.0,Man(nen) en vrouw(en)
2018-09-23,,3b3a1f8809f0b03c808c54a5dd0d9b295030ecbf,3.0,9.0,11.0,4.0,4.0,5.0,G21,1.0,2.0,4.0,1.0,23.0,126.0,0.0,4.0,1.0,,,,,,,,,,,2,1982.0,Man
2019-08-18,,d3092474b9f7a35f6a1c3c183be60b72518b715f,9.0,2.0,4.0,5.0,4.0,4.0,A01,5.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,2,1957.0,Vrouw
2014-11-02,,6c5d7e72a63f673716ed58e98d32d23961b203f5,9.0,9.0,11.0,5.0,3.0,1.0,C09,7.0,1.0,8.0,,,,,,,,,,,,,,,,,2,,
2017-01-22,,7a4d85de670093969e5d9404e2102f887fbffe0d,4.0,2.0,3.0,2.0,2.0,5.0,H23,3.0,1.0,4.0,,,,,,,,,,,,,,,,,1,,
2020-10-25,,88758168eb1445ead38c7bee3220f16647cc2a1d,6.0,2.0,4.0,4.0,2.0,3.0,B04,4.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,2,1981.0,Mannen
2017-12-31,,e2d8c9562f77a0ec7505d512f12ba772ee05d0a5,4.0,3.0,5.0,5.0,4.0,1.0,C07,3.0,2.0,7.0,1.0,,,,,1.0,,,,,,,,,,,2,1978.0,Man
2017-02-05,,44f784806c57cf30ef85ec7b3d55ee4887c575ec,4.0,2.0,4.0,5.0,4.0,2.0,A02,3.0,2.0,8.0,1.0,,,,,1.0,,,,,,,,,,,2,1979.0,Man
2016-09-11,,a46c83dfe2f8e97be7e4caa7093d938b109cc31f,9.0,9.0,11.0,4.0,3.0,4.0,F17,7.0,2.0,4.0,,,,,,,,,,,,,,,,,2,,
2020-10-18,,7fc8f3fbc4996c427a3848005aff84730bd6afe3,8.0,9.0,11.0,3.0,2.0,4.0,F18,7.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,1,1993.0,Man
2019-09-22,,cdd9512bfe7595d05dcb15fbc963f6b993074097,3.0,9.0,10.0,1.0,1.0,5.0,J28,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,2,1948.0,Man
2016-11-13,,9352f5ac4b9e99d935ac8de518efab3fddade645,5.0,2.0,4.0,4.0,2.0,4.0,F18,3.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2019-03-10,,57604ad7e17bd7d8fdb49c7c877408ec1fd1933b,5.0,9.0,10.0,1.0,2.0,5.0,H23,6.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,2,1983.0,Man
2018-07-08,,4660cf131c0e1a108136d77f8e75ea269520cfa2,5.0,3.0,5.0,5.0,3.0,2.0,A01,4.0,1.0,9.0,,,,,,,,,,,,1.0,,,,,2,1978.0,Man(nen) en vrouw(en)
2020-09-06,,e415b3ae8d5840b076fb7de6cb3efb06e91f5cfc,7.0,9.0,10.0,1.0,1.0,2.0,I26,7.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,2,1994.0,Man
2016-01-03,,82a5b07de017fd1798dd4c6e3bd44106d48fa9e6,13.0,9.0,11.0,1.0,1.0,5.0,J29,8.0,1.0,2.0,,,,,,,,,,,,,,,,,1,,
2017-03-26,,65a56f386eea39ac8dfa14a2bd13ad52e94933da,5.0,2.0,4.0,5.0,3.0,4.0,D11,3.0,1.0,7.0,,,,,,,,,,,,1.0,88.0,522.0,0.0,4.0,2,1975.0,Man(nen) en vrouw(en)
2016-01-10,,995eea84bbc62b6b197b05e979b05c7bcf3603a7,7.0,1.0,3.0,5.0,3.0,1.0,A01,5.0,2.0,9.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,2,1964.0,Man(nen) en vrouw(en)
2019-03-31,,74b58c1e659077fac73cb6f1cdd0eb7243a96ca9,2.0,9.0,11.0,3.0,4.0,5.0,A02,1.0,1.0,6.0,,,,,,,,,,,,1.0,10.0,93.0,0.0,3.0,2,1994.0,Man(nen) en vrouw(en)
2020-04-05,,20cf0d1506f2d0906e2b0253e73390474822bdb9,7.0,1.0,3.0,5.0,2.0,4.0,C06,5.0,2.0,6.0,,,,,,,,,,,,,,,,,2,,
2019-03-03,,3064fe07858c02d5428dd3939e28e2fdda7bffb6,9.0,9.0,11.0,3.0,2.0,2.0,F16,7.0,1.0,4.0,,,,,,,,,,,,,,,,,1,,
2018-10-21,,aba3b067344a23a6c99ccde94ddc05b30613cb6d,2.0,1.0,3.0,4.0,3.0,2.0,B04,2.0,2.0,5.0,,,,,,,,,,,,,,,,,2,,
2018-10-14,,6942dcdffe9feaa9b43dad517edb29962ab5d436,2.0,9.0,10.0,1.0,2.0,5.0,G21,1.0,1.0,2.0,1.0,26.0,36.0,0.0,4.0,1.0,,,,,,,,,,,2,1988.0,Man
2017-01-15,,2f350567ddc9942fc8d272b53103f5e1b40d6198,8.0,9.0,11.0,5.0,4.0,4.0,B05,7.0,2.0,7.0,,,,,,,,,,,,1.0,48.0,125.0,0.0,4.0,2,1962.0,Man(nen) en vrouw(en)
2014-09-07,,b0575c05e6e66736b698c736883c34f390cb4035,8.0,2.0,4.0,5.0,3.0,1.0,A03,5.0,1.0,7.0,,,,,,,,,,,,1.0,,,,,2,1958.0,Man(nen) en vrouw(en)
2014-09-21,,1bbaccb3f301a24b734c96c543244da489fc7889,6.0,9.0,11.0,3.0,2.0,4.0,F17,6.0,2.0,5.0,,,,,,,,,,,,1.0,0.0,19.0,7.0,1.0,2,1972.0,Man(nen) en vrouw(en)
2019-08-11,,c59d0cfb095ae0637d6542149e90a1d581ffef6a,8.0,1.0,3.0,4.0,2.0,1.0,C09,5.0,1.0,4.0,,,,,,,1.0,24.0,186.0,4.0,4.0,,,,,,1,1960.0,Man
2015-04-05,,5286c74962a90cd1600ed50e42ee74162850bbaa,4.0,9.0,10.0,1.0,2.0,2.0,F18,6.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,2,1973.0,Vrouw
2019-03-24,,a5bb4f3af807d4b3a249621201de5fa9aaf16508,9.0,1.0,3.0,2.0,1.0,4.0,D11,5.0,2.0,4.0,1.0,3.0,2.0,5.0,3.0,1.0,,,,,,,,,,,2,1962.0,Vrouw
2018-04-08,,d5383e6533b8444d18591856e9da2049c12049c3,4.0,9.0,11.0,4.0,3.0,5.0,G21,6.0,1.0,7.0,,,,,,,,,,,,,,,,,2,,
2015-01-11,,9bfdbd5a18a80631de2b12b62db9a46ca94fea36,10.0,9.0,11.0,3.0,2.0,4.0,D11,8.0,2.0,4.0,1.0,,,,,,,,,,,1.0,,,,,3,1949.0,Man(nen) en vrouw(en)
2018-06-03,,bea9b047dfc775280039dd1855865afa0bb00987,6.0,9.0,10.0,1.0,2.0,4.0,I26,6.0,2.0,4.0,,,,,,,,,,,,,,,,,2,,
2018-07-29,,6c21e061724376cd155cb259e667a7449cf28ccc,7.0,9.0,10.0,5.0,2.0,5.0,B04,7.0,1.0,4.0,,,,,,,1.0,2.0,9.0,0.0,2.0,,,,,,1,1964.0,Man
2020-11-22,,10f79c900a0281f6abda3e3cca25b1e5db31a6a6,3.0,1.0,3.0,1.0,1.0,3.0,I26,2.0,1.0,3.0,1.0,6.0,,,,,,,,,,,,,,,2,1984.0,Man
2018-08-12,,5839906bb696b79989ff5afcf1ab9c50d1009915,4.0,1.0,2.0,5.0,4.0,5.0,F18,2.0,2.0,4.0,,,,,,,,,,,,,,,,,4,,
2018-06-17,,3f2b21523d3bafb3fd2d87df0e58a7740de4625f,7.0,2.0,4.0,3.0,2.0,4.0,F18,5.0,2.0,4.0,,,,,,,1.0,44.0,49.0,0.0,4.0,,,,,,1,1967.0,Man
2020-07-19,,d84718a5530bc54d76486bfc2d76297186c558c2,9.0,1.0,3.0,4.0,2.0,4.0,C09,5.0,1.0,5.0,,,,,,,1.0,4.0,52.0,3.0,3.0,,,,,,1,1990.0,Man
2019-09-29,,f7e4d04823d970e6fd7f5005886e6c63fcd74914,6.0,2.0,4.0,5.0,3.0,4.0,B04,5.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,2,1973.0,Vrouw
2014-11-16,,b7c730c924eec2a9ce5c775b7a53563bda58bcf3,3.0,9.0,11.0,2.0,4.0,5.0,G22,1.0,2.0,3.0,,,,,,,1.0,,,,,,,,,,1,1983.0,Man
2020-10-18,,bbf4d60dc860c7915807c5503d15589831cbfe91,1.0,9.0,11.0,2.0,2.0,2.0,I25,1.0,1.0,5.0,1.0,5.0,12.0,0.0,3.0,,,,,,,,,,,,2,1986.0,Man
2019-05-19,,4fd2aa0e40d39459ab56e2056ad6cde215a6b839,6.0,9.0,10.0,5.0,4.0,3.0,F17,6.0,1.0,6.0,1.0,,,,,,,,,,,1.0,11.0,79.0,1.0,3.0,3,1973.0,Man
2019-05-19,,4fd2aa0e40d39459ab56e2056ad6cde215a6b839,6.0,9.0,10.0,5.0,4.0,3.0,F17,6.0,1.0,6.0,1.0,,,,,,,,,,,1.0,11.0,79.0,1.0,3.0,3,1977.0,Man(nen) en vrouw(en)
2014-02-16,,dd2dce2adee83359e86e3adc7bbc6e6fd51a4114,8.0,2.0,4.0,5.0,4.0,5.0,B05,4.0,1.0,9.0,,,,,,,,,,,,,,,,,2,,
2016-01-31,,39ef7c993746c1489a282bd07d4cded3d60ca0f3,8.0,1.0,3.0,3.0,2.0,2.0,C09,5.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2017-05-14,,fa02ea609a9c98a8cb6dc3a4e7da2153e2adf1d0,4.0,9.0,10.0,1.0,3.0,5.0,G21,6.0,1.0,3.0,,,,,,,,,,,,,,,,,2,,
2014-08-31,,371d1a14a4ab1d39e17714f5c1e97e5b2725d0d9,9.0,9.0,11.0,5.0,3.0,1.0,C09,7.0,1.0,6.0,1.0,1.0,28.0,6.0,1.0,,,,,,,,,,,,2,1969.0,Man(nen) en vrouw(en)
2018-02-18,,8c5fac3a8527397929a6fe968181ce4f7905888f,9.0,1.0,3.0,5.0,3.0,4.0,B05,5.0,2.0,6.0,,,,,,,,,,,,,,,,,2,,
2020-01-19,,4a3deb5b4763c463373ac4eaf18b48545e30cfc4,7.0,9.0,11.0,5.0,4.0,4.0,B04,7.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,2,1998.0,Vrouw
2018-12-30,,cfd09e94b7425dcbbdae67d5843b87328105578a,8.0,9.0,10.0,1.0,1.0,3.0,I26,7.0,1.0,3.0,,,,,,,,,,,,,,,,,1,,
2016-01-03,,3761cb5fa9d5942dab8113e7d82597d947f444a7,10.0,9.0,11.0,2.0,2.0,3.0,I26,8.0,2.0,4.0,1.0,45.0,84.0,1.0,4.0,,,,,,,,,,,,2,1959.0,Man
2018-09-02,,91e8be1bbeaa57506437ac1b13a8d00c0730bd40,8.0,3.0,5.0,5.0,4.0,2.0,C08,3.0,2.0,10.0,1.0,12.0,1.0,0.0,4.0,,,,,,,,,,,,2,1979.0,Vrouw
2019-06-09,,f5529b4d05320f2cfced8a99432f8aa66b383b99,8.0,1.0,3.0,3.0,2.0,2.0,I26,5.0,1.0,5.0,,,,,,,,,,,,,,,,,2,,
2014-09-07,,0c87dc76870e957d609f342274cf966712b3885e,5.0,3.0,5.0,5.0,4.0,1.0,C07,4.0,2.0,8.0,,,,,,,1.0,,,,,,,,,,1,1946.0,Man
2020-09-13,,b2fc38d08e10a74c15d6bbbef7cb3dd8b63b18e1,2.0,9.0,10.0,2.0,3.0,5.0,I25,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,2,1991.0,Vrouw
2017-05-14,,0f28cc4e03901f66c7d236c410bb517588e507f3,4.0,1.0,3.0,3.0,3.0,3.0,C09,2.0,1.0,4.0,,,,,,,,,,,,,,,,,2,,
2015-01-11,,24c9ede385e8ddb923fa6e83ae7fe801de7af1b9,6.0,2.0,4.0,5.0,4.0,1.0,C07,4.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,2,1970.0,Vrouw
2020-04-12,,fc38e03e99426b79b0328c691ded07c924377349,6.0,9.0,11.0,4.0,2.0,4.0,E15,6.0,1.0,4.0,1.0,33.0,28.0,0.0,4.0,,,,,,,,,,,,2,1967.0,Man
2020-06-14,,aef726d2910df7649bcba36ff02b3a99976aa87b,10.0,9.0,10.0,2.0,1.0,4.0,I26,8.0,1.0,3.0,1.0,,,,,1.0,,,,,,,,,,,2,1988.0,Man
2017-01-08,,4b70b34395b1aca561e82013903b013bd81bd48a,12.0,9.0,11.0,5.0,4.0,5.0,E15,8.0,1.0,5.0,,,,,,,,,,,,1.0,,,,,2,1938.0,Man(nen) en vrouw(en)
2018-04-01,,29badc21345f68e97221d3f695f62a17d28296dd,7.0,2.0,4.0,5.0,4.0,4.0,G22,4.0,2.0,9.0,,,,,,,1.0,,,,,,,,,,1,1997.0,Man
2020-05-24,,7ded1773709587231a09b37b1ebe326a7a85906a,6.0,9.0,11.0,5.0,4.0,1.0,C07,6.0,2.0,8.0,,,,,,,1.0,22.0,183.0,2.0,4.0,,,,,,1,1968.0,Man
2019-03-10,,d7631ebe373920ad59437b5533fa689bfeb84fb1,5.0,9.0,11.0,3.0,2.0,4.0,F16,6.0,1.0,4.0,,,,,,,,,,,,1.0,50.0,699.0,0.0,4.0,2,1993.0,Man(nen) en vrouw(en)
2020-08-09,,b212d5f9ca7b12db3f4159957a9811f19d2c1a84,5.0,9.0,10.0,2.0,3.0,5.0,G20,6.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,2,1977.0,Man
2020-11-01,,d55fbf1cb63466c94f8a5fb3ed0d7f1443f2229c,7.0,2.0,4.0,5.0,2.0,4.0,C06,5.0,1.0,6.0,1.0,,,,,1.0,,,,,,,,,,,2,1983.0,Man
2020-11-29,,eec05cb02afd2721268992ae1f80bf13a4d4ea21,8.0,9.0,10.0,1.0,2.0,5.0,G21,7.0,1.0,5.0,,,,,,,1.0,4.0,35.0,0.0,3.0,,,,,,1,1961.0,Man
